incident code,customer company group,customer company,create date-time,resolution date-time,incident status,incident descriptio,support group,tower group,domain group,priority,resolution description,assigned organization,inc.category,last modified date,inc type,inc element,aging,localizacion cliente,departamento cliente
INC000001477956,IBERIA,IBERIA,18/01/2021 04:53,19/01/2021 13:06,Closed,LINUX_ibm - exa1db02.ib : CPU used by users is 96.75%. Call Out to ORACLE-LINUX-SUPPORT OnCall oracl,DBA-Server-Support,Server Tower,Server Tower,Media,3-Medio,"<Issue>:: LINUX_ibm - exa1db02.ib : CPU used by users is 96.75%. <Impact>:: It will impact the applications to get connected. <Analysis>:: Not found any such CPU usage in monitoring <Steps Taken to Resolve>:: NA <Problem Ticket Required? (Yes, No).>:: NA <Can this incident be prevented? (Yes, No)> :: NA",Unidad de Operaciones Ordenadores,INCIDENT,23/01/2021,PERFORMANCE ISSUE,HIGH CPU,1,SIN IDENTIFICAR,
INC000001477957,IBERIA,IBERIA,18/01/2021 05:57,18/01/2021 05:57,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LR SOBRE (ABLY0001)
INC000001477959,IBERIA,IBERIA,18/01/2021 06:36,18/01/2021 06:36,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TALLER MOTORES,MNG TALLERES ESTRUCTURAS (AMITP2)
INC000001477960,IBERIA,IBERIA,18/01/2021 06:22,18/01/2021 06:22,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001477961,IBERIA,IBERIA,18/01/2021 06:20,18/01/2021 17:54,Closed,SCOM - Windows on e102ac03-8d6dc890-0602-464c-b2e8-153342c752b3_The disk E: on computer E102AC03.ibe,WINDOWS ES,Server Tower,Server Tower,Media,3-Medio,Now we could see 13 % free space on E:.Hence resolving,Unidad de Operaciones Ordenadores,INCIDENT,22/01/2021,PERFORMANCE ISSUE,,0,SIN IDENTIFICAR,
INC000001477963,IBERIA,IBERIA,18/01/2021 06:37,18/01/2021 13:27,,Dispositivo averiado. Desvío de llamadas,Mobiles,Network Tower,Network Tower,Media,3-Medio,[BT] se le indica al cliente que ha de solicitar como Orden de trabajo la anulacion de los desvios activados en las lineas fijas que los tengan activos,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,18/01/2021,TELEPHONY FAILURE,DEVICE,0,EDIFICIO T.M.A. - ALMACENES,Conseguidor TMA (AMIRCM02)
INC000001477964,IBERIA,IBERIA,18/01/2021 07:04,18/01/2021 10:42,Closed,Y - Fallo Software: no actualiza outlook,IAG EUC Remote Support,EUC,EUC,Media,3-Medio,Took remote and removed the saved password. It is working fine now. Hence with user confirmation we are closing the ticket.,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,22/01/2021,SOFTWARE FAILURE,,0,NEO-MARTINEZ VILLERGAS 49,MANAGER DE OCC (AVOC00)
INC000001477965,IBERIA,IBERIA,18/01/2021 06:50,18/01/2021 06:50,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001477966,IBERIA,IBERIA,18/01/2021 07:02,18/01/2021 07:02,Closed,Solicita desbloqueo usuario LDAP.,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se comprueba acceso tras desbloqueo.,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD UNLOCK,0,EDIFICIO T.M.A. - ALMACENES,MNG. PLANIFICACIÓN PRODUC (AMIRC8)
INC000001477967,IBERIA,IBERIA,18/01/2021 06:58,19/01/2021 14:10,Closed,BA-IB-DAILY-ACCOUNT** : notification not received since 16Jan2021,NIIT_MTO_CS,Application Tower,Comercial y CRM,Media,3-Medio,"Issue : File is not processed in SFA Middleware. Impact :If we will not processed the file data will not be available for user. Analysis : there were some issue on server due to which jobs were not executing. Resolution : We have checked with linux team and they have done some work today we have received the notification of processing the file. Problem Ticket Required? (Yes, No) :No As we already received the file and it is loaded successfully, so need of problem ticket. Can this incident be prevented? (Yes, No): No As we have daily received the file on time so need of preventive action.",Mantenimiento Comercial y CRM,INCIDENT,23/01/2021,COMMUNICATIONS FAILURE,,1,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001477969,IBERIA,IBERIA,18/01/2021 07:07,18/01/2021 11:38,Closed,NName - Nirmal ( 1839710 ) username - TCS.nsivakumar System Asset id - 01HW452529 contact number -,IAG EUC Remote Support,EUC,EUC,Baja,4-Baja,Hence adivised user to come office and connec to iberia network. The machine is out of domain. Hence we are closing the ticket.,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,22/01/2021,ACCESS FAILURE,,0,SIN IDENTIFICAR,
INC000001477972,IBERIA,IBERIA,18/01/2021 07:05,18/01/2021 07:05,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001477973,IBERIA,IBERIA,18/01/2021 07:09,18/01/2021 07:09,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001477975,IBERIA,IBERIA,18/01/2021 07:25,18/01/2021 07:35,Closed,Solicita desbloqueo de usuario SAP.,SSCCLMZ,Service Ops Tower,Service Ops Tower,Baja,4-Baja,[L2] Se facilita password al usuario y confirma que accede,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD RESET,0,EDIF.103 - HANGAR 1,MNG. REGISTROS TÉCNICOS (AMNB01)
INC000001477977,IBERIA,IBERIA,18/01/2021 07:58,18/01/2021 08:27,Closed,Fallo Software: ordenador congelado,SSI,Service Ops Tower,Service Ops Tower,Media,3-Medio,SSI: usuario llama reportando resolución del problema,Unidad Control del Servicio,INCIDENT,22/01/2021,SOFTWARE FAILURE,,0,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),SEN MNG PREVENCIÓN LABORA (3HS000)
INC000001477978,IBERIA,IBERIA,18/01/2021 08:02,18/01/2021 08:02,Closed,Solicita desbloqueo usuario LDAP.,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se comprueba acceso tras desbloqueo.,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD UNLOCK,0,EDIF.103 - HANGAR 1,MNG. REGISTROS TÉCNICOS (AMNB01)
INC000001477980,IBERIA,IBERIA,18/01/2021 08:09,22/01/2021 12:51,Closed,Fallo Software: AVISOS DE COPIA DE SEGURIDAD,IAG EUC Remote Support,EUC,EUC,Baja,4-Baja,"Reached user and she didn't come office, since we are unable to connect her laptop via remotely. She will try to come office on next week and not sure about the date. So closing this ticket for temporarily and she will confirm us via Teams.",Unidad de Instalaciones y Telecomunicaciones,INCIDENT,26/01/2021,SOFTWARE FAILURE,,4,NEO-MARTINEZ VILLERGAS 49,MNG PRODUCTO Y OPERACIONE (ALTR00GF)
INC000001477981,IBERIA,IBERIA,18/01/2021 08:09,18/01/2021 08:09,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,MNG SERVICE RECOVERY (BCLMI0)
INC000001477982,IBERIA,IBERIA,18/01/2021 08:11,18/01/2021 14:47,,P09: Problemas Billetes free,JAVA Apps Support,Application Tower,RRHH,Baja,4-Baja,Sent mail to MyIDtravel team about the issue and informed user to contact that team for incidence resolution.,Mantenimiento Corporativa y RRHH,INCIDENT,18/01/2021,SOFTWARE FAILURE,,0,SCQ AEROPUERTO,POLIVALENCIA SCQ PAX (AHAYT00P)
INC000001477983,IBERIA,IBERIA,18/01/2021 08:18,18/01/2021 08:18,Closed,Solicita desbloqueo usuario LDAP.,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se comprueba acceso tras desbloqueo.,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD UNLOCK,0,SIN IDENTIFICAR,
INC000001477984,IBERIA,IBERIA,18/01/2021 08:24,18/01/2021 09:19,Closed,Fallo Peoplesoft: error ausencias justificadas,PeopleSoft Apps Support,Application Tower,RRHH,Baja,4-Baja,FJC/INJ corrected.,Mantenimiento Corporativa y RRHH,INCIDENT,22/01/2021,DATA ISSUE,,0,BCN AEROPUERTO,PERSONAL BARCELONA (AHABP0EP)
INC000001477985,IBERIA,IBERIA,18/01/2021 08:20,18/01/2021 09:24,Closed,LINUX_ibm - Parametro /ORACLE_TBSP_INSTANCE/PROS1_SYSTEM/AutoExtended esta en WARNING. Valor: 1.00 m,DBA-Server-Support,Server Tower,Server Tower,Media,3-Medio,"<Issue>:: LINUX_ibm - Parameter / ORACLE_TBSP_INSTANCE / PROS1_SYSTEM / AutoExtended is in WARNING. Value: 1.00 <Impact>:: It will impact the applications to get connected. <Analysis>:: disk spaces used in SYSTEM tablespace <Steps Taken to Resolve>:: Resized the SYSTEM tablespace <Problem Ticket Required? (Yes, No).>:: NA <Can this incident be prevented? (Yes, No)> :: NA",Unidad de Operaciones Ordenadores,INCIDENT,22/01/2021,PERFORMANCE ISSUE,GENERAL DEGRADATION,0,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001477987,IBERIA,IBERIA,18/01/2021 09:19,18/01/2021 09:43,Closed,Caso phishing.,Gestión Seguridad Informática,Seguridad,Seguridad,Baja,4-Baja,Two extortion emails received by the user. Both have been deleted and senders have been blocked.,Unidad Seguridad Informática,INCIDENT,22/01/2021,SECURITY ISSUE.CYBERATTACKS,PHISING,0,HANGAR 6,JEFE INGENIERIA ESTRUCTUR (AMIRT0S0)
INC000001477989,IBERIA,IBERIA,18/01/2021 09:05,18/01/2021 09:05,Closed,Solicita desbloqueo usuario LDAP.,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se comprueba acceso tras desbloqueo.,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD UNLOCK,0,TALLER MOTORES,MANAGER CALIDAD MOTORES (AMITX1)
INC000001477990,IBERIA,IBERIA,18/01/2021 08:40,18/01/2021 09:16,Closed,[AMO001]Acceso a Amos,Flight OPS IB,Application Tower,FLIGHT OPERATIONS,Media,3-Medio,ACCIONES: le indicamos al usuario que debe conectarse con la contraseña corporativa. PRUEBAS: no aplica. IMPACTO: sin impacto.,Mantenimiento Operaciones,INCIDENT,22/01/2021,SOFTWARE FAILURE,,0,SIN IDENTIFICAR,
INC000001477991,IBERIA,IBERIA,18/01/2021 08:30,19/01/2021 12:39,,Error en login OBI PRE,Plataformas BI,Application Tower,BI,Media,3-Medio,,Mantenimiento BI,INCIDENT,19/01/2021,ACCESS FAILURE,,1,SIN IDENTIFICAR,
INC000001477992,IBERIA,IBERIA,18/01/2021 08:37,18/01/2021 08:37,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (MADRID BARAJAS),MNG OPERACIÓN HUB ESPAÑA (AGDH11)
INC000001477993,IBERIA,IBERIA,18/01/2021 08:43,20/01/2021 19:01,Closed,[Reloj Fichaje Huella] same inc as INC000001446177,IAG SITA Support,EUC,EUC,Baja,4-Baja,"""FE Name: : Marco Vesce Date of intervention: 2021-01-19 On site hours: 2021-01-19 09:25:21 Off-site hours: 2021-01-19 09:29:38 Work done: Time clock restarted and now working fine. Regards. Release Name: Bartolome""",Unidad de Instalaciones y Telecomunicaciones,INCIDENT,24/01/2021,SOFTWARE FAILURE,,2,TALLER MOTORES,PLASMA SPRAY (AMITP0BD)
INC000001477995,IBERIA,IBERIA,18/01/2021 08:48,18/01/2021 08:48,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (MADRID BARAJAS),MNG OPERACIÓN HUB ESPAÑA (AGDH11)
INC000001477996,IBERIA,IBERIA,18/01/2021 08:42,18/01/2021 08:42,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,"Se le reinicia al usuario la contraseña siguiendo el proceso de seguridad, mediante retrollamada.",Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TALLER MOTORES,D. MOTORES (AMIT00)
INC000001477997,IBERIA,IBERIA,18/01/2021 08:52,20/01/2021 15:32,Closed,Falta info VY en SMART,Aplicaciones BI,Application Tower,BI,Media,2-Alta,se comprueba que la carga ha finalizado correctamente,Mantenimiento BI,INCIDENT,24/01/2021,SOFTWARE FAILURE,,2,NEO-MARTINEZ VILLERGAS 49,SM ANÁLISIS E INTEL ARTIF (1T0002)
INC000001477998,IBERIA,IBERIA,18/01/2021 09:53,18/01/2021 09:53,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001477999,IBERIA,IBERIA,18/01/2021 08:52,18/01/2021 08:52,,Modificar problemas de la clonación de ProdC,SYS,Application Tower,PSS,Baja,4-Baja,,Mantenimiento Pasaje,INCIDENT,18/01/2021,DEFAULT,,0,SIN IDENTIFICAR,
INC000001478000,IBERIA,IBERIA,18/01/2021 08:55,,Pending,TURNO MAÑANA- H6 ESTRUCTURAS (junto CAD5)- Fallo Hardware en DESKTOP: ordenador HP muy lento,IAG EUC Support,EUC,EUC,Media,3-Medio,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,27/01/2021,HARDWARE FAILURE,,14,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),PRODUCCIÓN ESTRUCTURAS NZ (AMIRT0OD)
INC000001478002,IBERIA,IBERIA,18/01/2021 08:57,28/01/2021 06:14,Closed,[IMM003],USV_DGMI,Application Tower,Mantenimiento Dir. Técnica – MRO,Baja,4-Baja,user to change the serial number in equipment and post 101,Mantenimiento Dir. Técnica,INCIDENT,01/02/2021,SOFTWARE FAILURE,,10,TALLER MOTORES,GESTIÓN DE SUBCONTRATOS (AMITJ0B0)
INC000001478003,IBERIA,IBERIA,18/01/2021 09:01,18/01/2021 09:01,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (ROMA),ITALIA/ROMA/RCL (ALSAAIRE)
INC000001478005,IBERIA,IBERIA,18/01/2021 09:05,18/01/2021 09:38,Closed,Solicita desbloqueo de usuario SAP.,SSCCLMZ,Service Ops Tower,Service Ops Tower,Baja,4-Baja,[L2] Se facilita password a la usuaria y confirma que accede,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),"MNG. HANGAR 6, CAD 1 (AMICT1)"
INC000001478006,IBERIA,IBERIA,18/01/2021 09:35,18/01/2021 09:35,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD RESET,0,DESCONOCIDO,MANAGER LOYALTY (ACFM10)
INC000001478007,IBERIA,IBERIA,18/01/2021 09:04,20/01/2021 09:52,Closed,"LINUX_ibm - El job: A52OES02 con OrderID: 5dayk del DataCenter: CTM_SERVER en la maquina: zlc, Aplic",USCIBMAM,Application Tower,Cobol Domain,Baja,4-Baja,Issue: Fallo A52OES02 Impact. Bajo Root Causes: Fallo en envío de FTP Steps taken: Cuando se restaura conexión se relanza proceso.,Mantenimiento COBOL,INCIDENT,24/01/2021,PROCESS FAILURE,,2,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001478008,IBERIA,IBERIA,18/01/2021 09:29,19/01/2021 15:23,Closed,N [SEG010] Usuario fallo sincronía,IAG EUC Remote Support,EUC,EUC,Baja,4-Baja,User confirmed that the issue is solved.,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,23/01/2021,ACCESS FAILURE,PASSWORD,1,TERMINAL T4,BAGGAGE SUPORT CENTER (AHM0001W)
INC000001478010,IBERIA,IBERIA,18/01/2021 09:10,18/01/2021 17:05,Closed,Circuito batap PNRGOV España parado,SYS,Application Tower,PSS,Baja,4-Baja,"Se avisa a Stratus, a que todos los mensajes eran correctos, stratus reinicia su RED y empieza a funcionar",Mantenimiento Pasaje,INCIDENT,22/01/2021,DEFAULT,,0,SIN IDENTIFICAR,
INC000001478011,IBERIA,IBERIA,18/01/2021 09:38,20/01/2021 14:32,Closed,[GLE001]SAP CFS - PTP module:,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,4-Baja,,Mantenimiento Financiero,INCIDENT,24/01/2021,SOFTWARE FAILURE,APPLICATION ERROR,2,SIN IDENTIFICAR (SAO PAULO),BRASIL_SAO PAULO_RCL (ALSAANSE)
INC000001478012,IBERIA,IBERIA,18/01/2021 09:29,18/01/2021 09:29,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TALLER MOTORES,COMPLETACION RB211 (AMITR0GA)
INC000001478014,IBERIA,IBERIA,18/01/2021 09:44,18/01/2021 09:44,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TERMINAL T4,GEST.EQUIPAJES_SERV.AUX (AHMDT01X)
INC000001478015,IBERIA,IBERIA,18/01/2021 09:26,,Pending,[GLE001]SAP CFS - PTP module:,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,4-Baja,,Mantenimiento Financiero,INCIDENT,29/01/2021,SOFTWARE FAILURE,,14,SIN IDENTIFICAR,
INC000001478016,IBERIA,IBERIA,18/01/2021 09:28,18/01/2021 10:16,Closed,Caso phishing.,Gestión Seguridad Informática,Seguridad,Seguridad,Baja,4-Baja,"Porn advertisement case reported by ialopez@iberia.es with subject ""se mudo a este lugar hace unos dias"", sender revestimiento Hortensia Celestino <info@multiserviciosvalentin.es> and with the following URLs: Redirector: http://sexfree.site. URL: https://nightdatee.com/?utm_source=jAfEpxI7QnCG&utm_campaign=mmm User informed.",Unidad Seguridad Informática,INCIDENT,22/01/2021,SECURITY ISSUE.CYBERATTACKS,PHISING,0,HANGAR 6,JEFE INGENIERIA ESTRUCTUR (AMIRT0S0)
INC000001478017,IBERIA,IBERIA,18/01/2021 09:23,22/01/2021 12:45,Closed,"Mail message from CONTROL-M: Ha fallado el job A18OANUF en zlc, avisar en horario laboral a USCIBMAM",USCIBMAM,Application Tower,Cobol Domain,Baja,4-Baja,Issue: Fallo A18OANUF Impact: Bajo Root Cause: Error nombre fichero Steps Taken: Se corrige el problema y se relanza el job terminando ok,Mantenimiento COBOL,INCIDENT,26/01/2021,SOFTWARE FAILURE,,4,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001478019,IBERIA,IBERIA,18/01/2021 10:17,18/01/2021 10:17,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD RESET,0,EDIF.101 - HANGAR 3,TMA CORTO MEDIO RADIO (AMNLP2TC)
INC000001478020,IBERIA,IBERIA,18/01/2021 09:31,18/01/2021 09:31,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (BARCELONA),MNG. CALIDAD (LINEA) (AM70LC)
INC000001478021,IBERIA,IBERIA,18/01/2021 09:40,18/01/2021 09:40,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TALLER MOTORES,MNG GESTIÓN MATERIALES MO (AMITJ2)
INC000001478022,IBERIA EXPRESS,IBERIA EXPRESS,18/01/2021 09:30,18/01/2021 09:30,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,"Se le reinicia al usuario la contraseña siguiendo el proceso de seguridad, mediante retrollamada.",Unidad Control del Servicio,INCIDENT,22/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001478023,IBERIA,IBERIA,18/01/2021 09:40,19/01/2021 08:52,Closed,REC014:OBIAN PIRS,Aplicaciones BI,Application Tower,BI,Media,3-Medio,Análisis: se estudia el alcance Acciones: Comprobaciones datastage y base de datos + reprocesos y monitorización Pruebas:ok,Mantenimiento BI,INCIDENT,23/01/2021,SOFTWARE FAILURE,,1,NEO-MARTINEZ VILLERGAS 49,MNG. GEST. INCIDENCIAS Y (APSI00)
INC000001478025,IAG CARGO,IBERIA,18/01/2021 10:12,19/01/2021 09:53,Closed,"ARRs not received in CargoIQ, linked to issue [C2K][INC000001453890][P3] - DEP(BOS) error: Sequenc",CARGO-PORTAL,Application Tower,CARGO,Media,3-Medio,"[Issue]:ARRs not received in CargoIQ, linked to issue [C2K][INC000001453890][P3] - DEP(BOS) error: Sequenc   [Impact]: ARR messages not forwards to C2K from H2H. [Analysis]: Duplicate INC   [Step Taken to Resolve]: N/A   [Problem Ticket Required? (Yes, No).]:No   [Can this incident be prevented? (Yes, No)]:No",Mantenimiento Cargo,INCIDENT,23/01/2021,SOFTWARE FAILURE,,1,SIN IDENTIFICAR,
